Name,Comment,Time,Likes,Reply Count
Chandra The Indomitable,I really enjoy these talks. Can you please do more with Jordan Peterson?  I believe this is really important stuff to be talked about,2021-07-24T11:52:39Z,0,0
FritzSchnitz Mueller,"The statement from Jordan, that youtube users are 80% male, is just wrong",2021-07-24T11:46:20Z,2,0
BoxFit,Talking masculinity with a man who sports a man bun !!??,2021-07-24T11:38:57Z,0,0
Michele Lyn,"Yep my sister ruined her kids by doing everything for them and I'd ask why dont u let them whatever themselves  her answer was its easier and faster to jist do it myself 
I saidnuea but they aren't learning anything yea that went over well 
But the development of a human being  is to teach them as much as u can 
Let them struggle getting themselves dressed when they achieve it they'll never need u to do it again and this is the same for anything u teach them and let them try then succeed 
Even at 3 and 4 u can give them a chore then as time goes u add some and its not about the actually chore its about becoming knowledgeable of being responsible for things as u grow 
Where chores are jist part of life not the end of the world by the time ur 14 and ur fighting to get ur kid to clean their rooms",2021-07-24T11:28:31Z,0,0
Tea Hilton,Wearing the mask is entering the trail of  tears taking the jab is entering the reservation the educational system is now a network of residential schools teaching compliance to the global corporate masters who see humanity as Indians living in the wilderness that needs to be tamed and reset restructured. All those square plots of land sold to the settlers long ago are now being stolen back by the global pharaohs,2021-07-24T11:22:54Z,0,0
Michele Lyn,Oh u mean yen and yang that's needs to be balanced like in our whole life???,2021-07-24T11:19:56Z,0,0
Michele Lyn,Woman who claim to be strong amd independent are acting under masculinity,2021-07-24T11:18:54Z,0,0
Michele Lyn,If he was targeting men his book would be geared towards men and it doesn't,2021-07-24T11:17:11Z,7,0
Michele Lyn,Omg I pray for the day man buns go out of style,2021-07-24T11:15:02Z,0,0
Lorraine Sherwin,"Ballance within the Self of these forces, is what is necessary for good health.",2021-07-24T11:14:37Z,0,0
Lance lance,Post whole interview to YouTube please.,2021-07-24T11:01:51Z,0,0
Faebalina ,"There is also definitely something going on with femininity too 
It’s just a lot of being pushed in confusing directions and feeling you want to assert some sort of power and control but in all sorts of contradictory ways",2021-07-24T11:00:42Z,0,0
Umbreon yay,What are people talking about ? Go open your third eye with psychedelics  . Experience the spiritual world obtain spiritual enlightenment. Stop listening to bs on YouTube. 👁🌱🐍,2021-07-24T10:50:51Z,0,0
kurosh abel-hazani,.....lots of love and very best wishes to our likeable lovely character Russell Brand.......God Bless you even more,2021-07-24T10:39:13Z,0,0
Martini,"Sometimes i think that power and humiliation is a human need it's just not in the mazlow pyramid. It would be on the bottom. We basically live in a Mass Psychosis with a primitive Intuition/Unconscious and a overly positive persona. Carl Jung said something like ""the biggest threat of mankind is a mass psychosis"" which i think we live in right now. I mean for example we never got teached in school about dominance hierarchies or how to go through live without depression and anxiety. It's like no one ever wants you to be a confident, strong human, not your teachers, not your parents, no one. So we live in a hammer and nails 'society' right? So there is per definition always a winner and a loser. And if you're a loser lets say you get depressed, do drugs and suicide its totally wanted by everyone around you. So it's absolutely no wonder that these things are on the rise. Absolutely no wonder :)",2021-07-24T10:32:50Z,0,0
FireFoxTony,Been waiting and thinking about this collaboration for ages!,2021-07-24T10:09:55Z,0,0
Elegant Utility,"The Peterson person preaches something to deal with that he has never been able to deal with - clinical depression. He is so desperate to be visible that it just getting sick. The most importantly he said, ‘just get that shot’ and this tell all who he is. You discredit yourself by inviting him to give interview. Enough of circulation of lies and circular support of one liners by another. Am unsubscribing from your channel and other who support truth should do the same.",2021-07-24T09:39:27Z,2,0
Luke Hanley,Female conscription to off shore wars is 82yrs over due.,2021-07-24T09:12:47Z,0,0
hubub247,"Peterson's statistics on Youtube users are simply wrong. While more users are male than female globally, it's nowhere near his 80%: 56% of Global YouTube users are male
44% of Global YouTube users are female; and in the US, 82% of male adults use YouTube and curiosity",2021-07-24T08:52:22Z,0,0
Silvia,"I am a woman and I’ve lived a very difficult life so as a result of that I had to develop a lot of masculinity but right now I am in a beautiful space in my life where I am finally mostly in my feminine energy and can switch on my masculine when I see necessary. 

My boyfriend also had a difficult upbringing but that has made him very loving and sweet but lost touch with his ‘get go’ mode. It was many difficult conversations to make him see that masculinity is not being expressed, I am stressed at times because he’s so chilled out and I take on way too much responsibility like I said he’s the sweetest boy in the world and would do anything for me so he’s realising it slowly. I feel so blessed to live my life with him ♥️",2021-07-24T08:33:49Z,3,2
Silvia,@s f thank you so much for your kind wishes 😊,2021-07-24T22:38:04Z,0,
s f,It's great that you're having the conversations. It'll benefit him more in the long run to be balanced in his healthy masculine energy rather than operating in his feminine too much. Hope you both enjoy many loving years together!,2021-07-24T08:55:11Z,0,
s f,"Cooool! Love this talk, could listen to this go on for ages!",2021-07-24T08:32:44Z,0,0
Stone Doco,"The masculinity is developed enough in women, thanks to being raised by single mothers and having no respect for the male leadership role, this whole “independent woman” thing has been born out of that",2021-07-24T08:28:18Z,3,2
Stone Doco,"@s f 100% agree, the feminine role has been reduced to, it seems like men have become feminine as a result of this or at least emasculated and women have hardened, it’s bizarre",2021-07-24T09:03:11Z,1,
Beatrice Bolstad,"""I made it up. It's a good idea though isn't it?"" Russel reminds me of the children I take care of at daycare, when they want to show me something they're really proud of 😂💗 to see that spirit in an adult man was kind of wholesome",2021-07-24T08:27:59Z,157,5
Meyra,That was so sweet!,2022-06-04T20:17:06Z,0,
McN,"@Léon Rothier Well, his father might not have been present daily, but he did have a weird relationship with him. As he talks about in his stand up, as a teenager in his middle teenage years, his dad brought him on holiday (Amsterdam or Thailand, I forget) and took him to prostitutes. That's an odd relationship",2021-11-27T07:30:34Z,0,
Glass Menagerie,"@Léon Rothier I think Brand is smarter than Peterson. Who is indulging who? Peterson represents a stodgy, slow moving institutional understanding of human psychology.. Brand is not so constrained, and is broader ""bandwidth"" than Peterson. I think Peterson presumes he is the ""teacher"" in the scenario, but I find Brand to be far more insightful and encompassing in his views.",2021-11-06T20:05:54Z,1,
Ten,"@Léon Rothier It was just a passing remark at the face of it, and you're obviously not a psychologist, no matter how much info you have on his past. xD

To the original comment, though, I do think there is a lot of value to that childlike spirit especially bc I think most men have it, but we obviously suppress it in a variety of ways and for many reasons lol. I'm kinda immature so the urge of seeking approval and etc occurs to me a lot, no matter how subtle. I wish we accepted wholesomeness and the like more often, since without it male interactions feel very on-edge and overly serious half the time for me",2021-10-04T18:16:14Z,3,
Léon Rothier,"Because he never had a father figure growing up, I’m not surprised to see him asking that to Jordan Peterson",2021-08-02T08:16:38Z,6,
Low Fat Wagon,"yeah it’s cause us men watch, how to fix your lawn mower vids.",2021-07-24T08:27:33Z,0,0
Jude Leese,Wonderful...I could listen all day to both Russel Brand and Jordan Peterson..,2021-07-24T07:57:50Z,1,0
John Taylor,"This sort of free thinking and discussion is just brilliant and frankly a great relief given all of the agenda driven discourse that we’ve been flooded with. Thank you so much; I love your passion and honesty, whether or not I agree with you at any given point. 🥰",2021-07-24T07:48:03Z,0,0
U A,"I  agree with most things in this discussion , I would also bring into question about most Italian mothers and their relationship with their sons, as well as cultures where it is the norm to live in extended families, married sons with their wives and mother's etc and for many it works.
I believe there should be a balance with attachment, in all relevant relationships.
Having said this, my own relationship with my mother can be likened to one of the worst examples   of narcissistic and sadistic parental abuse. 
""Your Children Come From You,  Not Belong To You"" ... Khalil Gibran",2021-07-24T07:09:33Z,1,3
s f,"@U A It's cool, realised I'd been surrounded by narcissistic people my whole life too. Anyway understanding the manipulations is vital, because then you start to label it...like say to yourself oooh there's a bit of shaming with a good dose of guilt tripping, oh another character assination, look at that they're triangulating me again, I see, here comes the love-bombing again, trying to buy me now with their offer of money, look there goes the future faking with the promise of a trip or whatever. I see they're complimenting me now ( it's not genuine) so I know they're about to ask for something from me now. Oh they're now mirroring me to persuade me to do something. Notice the triangulation, it's a favourite of the narcissist, oh I see they're projecting onto me ( they can't look inside themselves ) here comes the blameshifting, a bit of contrition, mmm using intimidation now to keep me in line etc...Once you label and recognise the way that person makes you feel and label the behaviour then you start to realise the game they're playing and that you can better deal with it because you can see things clearly. Eventually whether family or not you'll come to the conclusion that you're better off keeping a distance between yourself and the manipulator regardless of the loyalty to the parental or intimate relationship. I think the gas lighting is the worse! However with that said, nearly everyone manipulates for good or bad, so it's important to recognise our own manipulative behaviours too, especially when it's been modelled to us from childhood. It's not about demonising a person but more about our own self-protection and emotional growth and maturity.
A good book to read is 'Manipulation'  by H.G Tudor, there's plenty more but that combined with 'Escape' are really insightful books.
Sorry about the length of the message but really hope it helps. Good luck with your future xxxxx",2021-07-28T10:43:36Z,0,
U A,"@s f thank you for your words of wisdom, working hard on severing the ties :)",2021-07-24T13:00:33Z,1,
s f,Yeah unfortunately it's something that needs to be more widely understood. At least because you understand the dynamics you can strive to change it for the future generations in your ancestral line. With healthy balanced relationships extended family and community plays such a role in thriving. Unfortunately many of us don't have it so we're locked into all sorts of manipulations. When it comes to narcissistic relationships you have to severe ths ties for your own sanity and autonomy!,2021-07-24T09:07:52Z,1,
Jeff Tuttrup,The erudite Peterson discussing this topic with the slightly abstract Brand made for an incredible video. May we have some more please?,2021-07-24T07:07:44Z,0,0
Matilda,too many witches in women and not enough fairies,2021-07-24T06:54:01Z,0,0
Natural Druid,Hahahaha!! Awesome.. if ever there was a misnomer.. Russel Brand or Jordan Peterson knowing anything about Masculinity!! hahahahha!! Neither have done a hard days work in their combined lives!,2021-07-24T06:52:20Z,0,0
Matilda,"""that's a very terrible thing"", yes it is",2021-07-24T06:49:23Z,0,0
DRAGON DREAM,Love it! Keep up the good conversations MATE!,2021-07-24T06:38:50Z,0,0
roxee57,Masculine: protector vs dominator. Feminine: empowerer vs devourer. Encourage the feminine in males to aid development of protector. Encourage the masculine in females to aid development of empowerer.,2021-07-24T06:13:41Z,1,1
Sirup See,"That's a good, interesting take!",2021-07-24T10:20:24Z,0,
L West,You tube viewers are 80% men? I dont know about that.,2021-07-24T06:07:26Z,0,0
Matilda,youtube audience 80% male!  really!?,2021-07-24T06:05:16Z,0,0
Brittney Hill,"Jordan Peterson- fix, your, body language- Sir. Hello, it’s, ME!, Brittney Lee Hill Collier (Age: 33. Born March, the 12th, 1988.). My, Dad, and Mom- are, Richard Burton, and, Elizabeth Taylor. My Destiny, is to be, a famous, British actress, and, Queen, of the, United Kingdom. To date, I figured out that, Henry Cavill (Age: 38. He is the famous, British actor, who plays, Superman. He played, Superman, in, “Man of Steel,” which came out in the year, 2013), Tom Ellis (Age: 42. He is the famous, British actor, who plays, Lucifer, on the American, television show, “Lucifer.”), Russell Brand (Age: 46. He is the famous, Comedian, and British actor, who married, Katy Perry), Johnathan Rhys Meyers (Age: 43. He is the famous, Swedish actor, famous for starring, on the show, “The Tudors.” He is also, very famous, for starring, in the movie, “Match Point.”), Louis Garrel (Age: 39. He is the famous, French actor, exalted, for starring, in the movie, “Ma Mere.” He is also, very famous, for starring, in the movie, “The Dreamers.”), Gene Kelly (Deceased: February, 2, 1996. He, is, the, famous, Hollywood American, actor- famous, for the movie, “Singin’ in the Rain,” and, “An American in Paris.” Gene- died, too soon- for us to be- Husband, and Wife. Gene- will reincarnate, and he will, be, Gene Kelly- all over, again! His name will, be- Gene Kelly, again. Carey Grant, Tony Curtis, and Robert Montgomery, will be my, Husbands-too. That means, all 9 of us, have it in our, Destiny, to be the, Kings, and Queen, of the, United Kingdom. Gosh, I’ve been trying to figure out, which famous, White actor, was my Husband (or, Husbands), since the year, 2011, or so. :D HAHAHA! So now, I’ll be traveling, back, to the, United Kingdom, from Fullerton, C.A. (Fullerton, C.A., is in the, Country, of, the United States, within the, County, of, Orange.). My, Son, Reign Aston Disick, who is, 6 years old, and born in the year, 2014 (he is popular for the show, “Keeping Up with the Kardashians”. He was, Scott Disick, and Kourtney Kardashians, Son.), will be joining us, in the, United Kingdom, as well. I went to the, United Kingdom, in 2020, during the, Global Pandemic. FACT (I’ve known the, Global Pandemic, was fake, since, it began. FACT). Now that I, know, who my, Husbands- are, I can travel, back, to the, United Kingdom- for a final time- and meet, and Marry them. I will be, meeting them, in the Borough of, Essex. YAY, for me :D ! I have, 9, Hot Husbands. I’m so excited! They are, super sexy: beautiful, fun, wild party guys, intense, confident, cocky, and genius, Celebrity. I am lucky. I know (already), that they will, value, Monarchy, and Tradition, just as much as, I do, by the time I finally meet them, in person. They better <3! Laugh out Loud. They’re my dream, Men. Tom Ellis, has 3 Daughters, they are named, Nora, Florence, and Marnie. So, they are my, Daughters! I have 3, Daughters, and one, Son- already, how wonderful, to know! They have been making me, so, proud :D . I made them this way. Their ages range, from 6 to 19. I, HATE, their current, Stepmom, Meghan Oppenheimer. She is, not, good for them. She has been, a bad person, and ugly, inside, and out, her whole, life. She is a, Nerd. She is, young, in her, 30’s, like me, and a, Classic Nerd. She is a, gawker (Defined: to stare, stupidly; gape. An awkward, foolish, person. peer, ogle, gaze, goggle, rubberneck). She stares, too hard. I am, Cool. I have always, been, cool, popular, super social, well loved, and loving- outgoing, and a, crazy, truly wild, party girl. I am a, Hippie. The type of, Hippie- I am, is, Raver. I am a, Raver. We partied, hard, in my 20’s! We still party, hard, in various places. It’s, awesome! We are, awesome! HAHAHAHA! I, AM, WHITE. I am, a, Traditional, White American, Female- from the, Deep South. My skin, is, light brown, so you can tell, that I am, a part, of the, Black, African American, community. However, I, AM, WHITE. WHITE, people, are, My people. They are my people. I am, White. That means, I am, NOT, a, Negro. I am not a, Negro. So, do not, pretend, that I am, Black, or a, Negro; Ever. If you do, you will not survive, this life. My story, is very interesting, so far, isn’t it? And, I still, haven’t even gotten out into the world! I haven’t even met, my Husbands, yet? What the heck, World? Beginning, in the year, 2000, Human Society, itself, has been, disobedient, disoriented- in disarray, and purposeless. That is why, I have not been, able, to live out my, Human Destiny. I, AM, happy- that I have the money, and the ability- as a, Middle class, Average, American Citizen. WITH FATHER GOD, JESUS CHRIST, AND THE HOLY SPIRIT- AND THE FULL BODY, OF MY, RELIGION, AT THE HELM- WE, ARE THE ONES, BRAVE ENOUGH, TO MAKE THIS, HUMAN WORLD (Revelations): TRADITIONAL, NORMAL, PLEASING, AND BEAUTIFUL, AGAIN! MONARCHY! The answer, all along, was, MONARCHY! All other, Humans, may join me, as well :) . I will see you guys out there! My life plan, is currently, in progress. I’ll be home, soon! At the, White Top! I will not rush. I’m taking my time. This will be my, final voyage, so it has to go, perfectly, one time. Note: I, AM, the, ONLY, person, who, is meant, to marry, Men, of the opposite race, and from a different, Kingdom. –Brittney Lee Hill Collier, Saturday, July, 23rd, 2021. 10:30 p.m.",2021-07-24T05:30:34Z,0,0
Philosophics,"Russell, you've enlightened me to realise that JBP needs to focus more on psychometrics and less on philosophy.",2021-07-24T05:27:10Z,1,0
kitta’s corner in wonderland,"I absolutely love watching Brand and ,Peterson thinking things through.",2021-07-24T05:26:44Z,1,1
GreatLakeStateDestroyer Peterbilt,Imagine if every person on the planet could converse this way? The world would implode!,2021-07-25T05:30:41Z,0,
Pilar Lozano,"It isn't true there""s no place for femininity in the Trinity. IT's clear stated both, wo man AND man express and are carriers of God''s Image equally. And God has many Names, among them some which express  motherly traits. He is a Father and most studies show how crucial the Father figure is. Sex or gender is definately not a characteristic of Spiritual beings, only earthly creatures. The Lord Jesuscrist was a man, that's of course historically and culturally relevant to the time of his First coming.",2021-07-24T05:18:34Z,4,0
PW,Isn't it fantastic to listen to an intelligent conversation for a change.  We hear so much gibberish anymore.  Thank you Russell and Jordan.,2021-07-24T05:09:02Z,0,0
JCResDocStudt94 l Verified l ᱬ l,#JUSTICEFORHEMAN,2021-07-24T04:25:11Z,0,0
Jo W,Jordan is looking well again.,2021-07-24T04:12:57Z,0,0
Carl Palmer,Good to see the crazy Brand isn't  so crazy . Keep it up friend .,2021-07-24T04:11:25Z,0,0
Laura C,Bullshit boys!,2021-07-24T03:42:17Z,0,0
Alex SS,Both men and women need to embrace their masculinity but also develop their feminine side. A masculine man without his feminine side or a feminine woman without her masculine side will never be able to thrive.,2021-07-24T03:33:48Z,2,0
Nick M,Jordan is too smart for most of us to understand also Russell you are a great host and a very good thinker I like too here you both,2021-07-24T03:30:55Z,0,0
Plain Breaker,"""My public audence.""  Praytell Jordan, where do you come up with these percentages?",2021-07-24T03:30:55Z,0,1
Retro Wrath,Youtube literally tells you in your stats of the videos by gender and age.,2021-07-24T20:03:47Z,0,
Captain_greenbeard_,"Is the issue of masculinity, the thing it’s self, which is expressed differently in each man n women… but the fact it’s got a male noun, a strong name that’s synonymous with men. So when women are display masculine traits they are Tom boys etc… instead are we not wanting to promote inner strength, personality, ability to stand up for them selves whether it’s a man or women, son or daughter? I feel the antiquated word,- and associated description conjure negative images based on historic use and men it’s been attributed to….",2021-07-24T03:06:47Z,1,0
Stan Lindert,I would like to buy a shirt with a farting crow on it.,2021-07-24T03:00:39Z,0,0
Kathy M,Masculinity is under attack because without it human beings become sheep that just go along with what they are told without question.,2021-07-24T02:32:16Z,0,0
ulysses 31,Debate Jordan on communism/socialism vs capitalism.,2021-07-24T02:23:50Z,0,0
Dom Douglas,I find it interesting that Peterson has to mull over (ignore) Brand’s suggestion that commodification of femininity may be the result of societal repression of femininity in the public sphere as a whole but is fully cognizant of his development of a completely “novel” idea concerning feminine deities and goes ahead and fleshes it out using the archetype of the devouring mother. Biased much?,2021-07-24T02:14:45Z,6,0
Keto Papito,Is Jordan Peterson masculine?,2021-07-24T02:09:12Z,0,1
Keto Papito,@Vance Vile 😁,2021-07-25T02:05:58Z,0,
Shefayet Chowdhury,"Hi Russell;
As a deep thinker bringing on important guests who are intellectuals and thinkers from a broad spectrum please consider bringing on Dr. Timothy Winter from Cambridge and Hamza Yusuf  from the USA on your show to discuss Islamic Thought & Civilisation of Muslims in the West. I think you would find it very enlightening. Just a thought. Both are spiritual individuals.",2021-07-24T01:51:51Z,2,0
Sean Wilson,"Hi Russell I’ve grown to respect you very much as you’ve grown outside of the Hollywood celebrity. I feel you’ve always been this way but now so many of us see your real person. You really should be proud of yourself, keep up the good work my friend.",2021-07-24T01:30:20Z,1,0
Rodd Matsui,"The subconscious, the Shadow figure, Mr. Hyde in Stevenson, the monsters from the id.",2021-07-24T01:26:12Z,0,0
Rodd Matsui,"You don’t know how comforting it can be to see, say, you two holding the same basic kind of bottled water I might have.  As a meaninglessly small detail, it provides a comforting symbolic kinship.  A simple thing, for sure; but Thank You. 🙂",2021-07-24T01:24:06Z,0,0
Mark Jogo,My sisters vomit 🤮,2021-07-24T01:12:46Z,0,0
Jo Louise,"id love to know where Jordan is getting his Statistics from as he's completely of the mark, YouTube user base as of 2021 is 44% female and 56% male not much in it at all and thats after extensive research not just one source. he talks tripe mate, these people shouldn't be allowed a platform.",2021-07-24T01:12:25Z,1,0
Peter Moygannon,remove the father from the house.  is total control.  removing male masculinity single mothers are creating SIMPS.  that's the game they want going. keeps family court full and moves money around.  . YES  NO,2021-07-24T01:07:50Z,0,0
Marc Welbourn,"We see the devouring mother in many modern sit-coms: Two and a Half Men;  Frasier (Lilith); Howard's Mom (The Big Bang Theory); FRIENDS (Chadler's ""Mom""); Family Guy (Louis); et al.",2021-07-24T00:58:20Z,11,1
kyokatsoma,Carrie,2021-07-26T01:58:17Z,0,
Monte Stu,Great discussion!,2021-07-24T00:24:57Z,0,0
Always Overcoming Bear,"I often pray that I am NOT being the ""devouring mother,"" with my boys. It's difficult to know where that line is sometimes....😊",2021-07-24T00:14:01Z,0,0
Bea V,“Uneity” - Russell Brand,2021-07-24T00:04:17Z,0,0
Anna List,I liked Jordan until he called a liar “my hero”,2021-07-24T00:02:13Z,0,0
adele bethel,"Russell, I'm so glad  that you had a discussion with this person, I read one of his books recently. You're amazing in this interview, incredibly respectful. This label of 'toxic masculinity' is definitely revolting. In saying that, I do not agree with a lot of what this person says. Certainly , there is masculinity in all of us.....I'm still not entirely sure what he means by it as he does say quite mad stuff, (watch his channel l 4 interview) like 'youtube is primarily male' . As a female, I'm pretty sure that's not true...I find many of his ideologies very confusing and purely egotistical.He's an incredibly interesting figure though . Keep giving a voice to all , peace x",2021-07-24T00:02:12Z,2,1
Ron Viejo,I'm glad I'm not as smart as Doc Peterson. The man can't sit down and watch a bleedin movie without psycho analyzing it.,2021-07-23T23:41:26Z,0,0
VHS,great interview,2021-07-23T23:28:35Z,0,0
GCTFilter snake,"I'd love to get to Russell's powerful ability to learn, challenge and construct insightful and deversed dialogue. The problem with today's person is everyone is so overly sensitive, it's very difficult to have a conversation with someone who refuses to be challenged on their perspectives. Don't even get me started on echo chambers like Steven crowder and Matt walsh, I dislike the left but man there's something about those two which is sicken",2021-07-23T23:27:39Z,0,0
smokeythegoldfish,Russell I could never express how much I love the path you’re on. Absolutely jaw dropping to watch a conversation between to wonderful minds about “what” is right instead of “who” is right.,2021-07-23T23:27:03Z,90,1
TheCIAkilledJFK,"The thing I can't stand about Peterson is that he misrepresents history. Communism wasn't really that popular until the nations of Europe plunged their populations into World War 1, causing Mass death, famine and exacerbating the Spanish flu pandemic. When capitalism gets out of control, it causes communism to happen. I'm not endorsing either system- I'm just explaining that one is caused by the other. Moreover, communist governments mostly kill people in their own countries, whereas capitalist governments have done it mostly in other people's countries. Stalin killed millions in Russia, Ukraine and Poland. Anti-communist Nazi Germany also killed millions in Russia, Ukraine and Poland. My dad walked over fields of corpses in Vietnam. We committed a genocide there because we said that they don't have the right to be communists, even in their own country. So we went there and killed millions of people, spraying agent orange and poisoning generations to come. Go look at the photos of the baby sometimes, but don't do it before you have to eat anything.",2022-01-16T08:07:51Z,0,
Neil Griffiths,This is brilliant two of the men I respect the most having a genuine conversation and I highlight genuine love it.,2021-07-23T23:07:38Z,6,0
marcianne AIKAU,"The family structure is most important, love has everything to do with everything.  Males that are less interested in their egos, possibly might understand that, motherhood is near to divinity.  ""It is the highest, holiest service to be assume by humanity.  It places her who honors it's holy calling and service next to the angels""( unknown author).  We'd have a better understanding of compassion with prayer.  Thanks be to God!  ""The Star Prayer of Bethlehem""  Verily I say into you, Blessed all are we that Love in the Lord, thankful for ' The Holy Jesus, baby of The Chosen Mother Mary, given to us in a miracle of ""The Spirit of Creation"".  Do you hear the
angels are singing!  ""Joy to the World"".    We can be angels, Mary's angels!  Listen to what she says, Our Commandment, Honor thy Mother and Thy Father, thank you Joseph, because you know why we're here.  Happy Birthday to us all, and to all 'Love', Jesus is our greatest gift.  Thank you for our Immanuel. Peace on Earth! (Marcie).",2021-07-23T22:46:15Z,0,0
Lizard,Love it when these two get together!,2021-07-23T22:28:55Z,0,0
Deb B,Love this topic.,2021-07-23T21:40:45Z,0,0
Matt,I wholeheartedly agree with the second part of this - don't mollycoddle your boys and girls.... You'll rue this decision. Be firm and fair for a greater reward. And it's the opposite of this that's killing our world. There's also absolute neglect (the opposite end of the scale) which is not good to. And it all harks back to.......?..........balance. middle ground.,2021-07-23T21:39:11Z,0,0
Paul Craig,"Harry Potter and Disney's sleeping beauty?
WTF?",2021-07-23T21:35:18Z,0,0
Molly P,"I agree with them about parenting. My parent was way over involved and it has haunted my decision making and codependency, and at 50 I still see it.",2021-07-23T21:25:16Z,0,0
Molly P,The commodification of women portrayed in commercials is disempowering to women by reducing them only to their ability as a sexual turn on.,2021-07-23T21:23:30Z,0,0
sookie1357,Marina Abramovic is the dark mother figure in today's world,2021-07-23T21:16:54Z,0,0
junk can,"Peterson has provided a response to the Women's Lib./NOW/it's all men's fault movement of the last half century.  While there has been so much support and effort for women and minorities and so much blame for white men, it can be hard to see that for some white  men of Gen X, and increasing numbers of men in Gens Y and Z, there has been an uphill battle to find a niche or ""acceptable"" role to play in society at large.  Many fail to see how much of this is really an ECONOMIC struggle with the top 1% and the Oligarchs sucking so much out of the economy, that ""poor white men"" of today have enough of a hard time struggling like everyone else, let alone taking the  blame for the efforts of our forefathers.  I went to Berkeley.  TONS AND TONS of brilliant  students; HOWEVER, there was an almost toxic  attitude toward even healthy, dare I say, ideal, expectation that men must also advance in the global society.  This is also true with the increase of focus, belated though it is, for attention to the LGBTQXYZ, etc. segments of society who, until  recently, have been nearly invisible.  THOUGH I UNDERSTAND AND APPRECIATE THE NEED TO HAVE PAID ATTENTION AND INCREASED AWARENESS OF ALL THESE GROUPS, it can be kind of hard hearing for almost all of my life, close to 50 years, the men are bad and are responsible for all the ills of the world.  I am deeply relieved that someone like Dr. Peterson came to the rescue of the male agenda and am also deeply appreciative that someone as brilliant as Mr. Brand has  provided opportunities for his fans to be exposed to the ideas and responses of Dr. Peterson.",2021-07-23T20:34:15Z,0,0
Liam Live,I LOVE JORDAN PETERSON,2021-07-23T19:39:34Z,0,0
Tamara Miller,"In the Holy Trinity, the Holy Spirit is feminine, say so in the ancient texts.",2021-07-23T19:04:18Z,0,1
boomtastic67,"Interesting, my mind went to lady wisdom in proverbs.",2021-07-24T04:09:47Z,0,
Citizen 337,"Yes, the Tetragrammaton maps a Tetrahedron geometrically. If you have 3 points of a perfect Tetrahedron, the 4th point is implied mathematically and known. In the Name of God (aka the Tetragrammaton), there are four letters - Yod-Heh-Vau-Heh. Yod is the point of origin, and corresponds to the male. Heh is the space around the point of origin - geometrically expressed by the radius from the origin. This is why female is a vessel, the womb. You see this in reproductive geometry too - sperm are tiny, like the origin point and the egg is huge, like the sphere determined around the origin. Then you have Vau which means ""son, but is the repeat of the original male origin point, but is 90 degrees out of phase rotationally with the original origin point. The 4th point is Heh again, which is the female again - the consort of the Son, or the sister, as in Apollo and Athena. But that second female is implied not in to lower the female aspect, but simply because it is the 4th point geometrically. The 90 degree phase shift of the second pair of points is where spin comes from. You must have the male AND the female (1st two points) to have polarity, and you must have the second pair to get movement and spin. The 4th point is necessary, but is implied by the geometry of the first 3 points. The first 3 points correspond to the Holy Trinity.",2021-07-23T19:01:07Z,0,0
phoenix,"Peterson's ""ideologies are parasites on religious structure"" is pure ignorance. 
""Sleeping beauty... you know a disney movie"" 😁😂",2021-07-23T18:57:10Z,2,0
karen gallegos,"Jordan Peterson, popular by being unpopular.",2021-07-23T18:56:23Z,0,0
David Bowser,"I really like how you presented an idea as not fact, but as something that should be explored to determine if it holds up to scrutiny. That way of phrasing is a great way to keep your ideas separate from your beliefs and insulates you from being attacked out of context.",2021-07-23T18:56:08Z,0,0
Citizen 337,"Jordan may be correct to some extent about his audience. I know multiple women who like Peterson's work. The divisor on his work is the self-determined versus those less oriented that way. We have a colloquial word for that - we call it ""based"". ""Based"" is not a political trait. It means to be actualized, to seek actualization and to therefore value actualization. The Emperor's new clothes.",2021-07-23T18:52:34Z,0,0
Narges Irani,"Hi Russell, I wonder if there is any possibility that you become my mentor please? I would love to have some guide in my life, and I kind of swallow every word you say in your talks. I feel like I have known you for decades on an spiritual level.",2021-07-23T18:51:13Z,0,0
chud8you,"There’s a yin and yang, every male and female have a masculine and feminine side to them and your supposed to find the balance.  If a society is to “alpha male” or “too masculine” we’d destroy ourselves through war and fighting, there would be no talking things out we would just always go to war.",2021-07-23T18:43:13Z,15,6
Arka Mukhopadhyay,"@chud8you sacrifice, loyalty, commitment, nobility, austerity - for me these equal masculinity, while selfishness, manipulation, greed, indolence, self-indulgence, irresponsibility, falsehood, betrayal, cruelty, subtle/invisible abuse, sophistry - these equal femininity. Maaya, Mithya, Moha - illusion, falsehood, enchantment - these things are feminine. Except, everything I said is a half truth. Exactly like everything you said.",2021-08-06T02:45:59Z,0,
Arka Mukhopadhyay,@chud8you you equate masculinity with only aggression and fighting and killing? And femininity with compassion and love?,2021-07-26T02:52:58Z,0,
chud8you,@Arka Mukhopadhyay women have a masculine side as well.  Make and female are both masculine and feminine.  Too far one way or another is not healthy.,2021-07-26T02:47:45Z,1,
Annie PL,"Let thine eye be single brother. Do not pick from the tree of good and evil. Only see, think and be the good and your life and those around you will have mountains moved.",2021-07-24T22:50:53Z,1,
Arka Mukhopadhyay,"You think there's ""talking things out"" among women?",2021-07-24T04:55:21Z,0,
