Name,Comment,Time,Likes,Reply Count
Sebastian Hinestrosa,"man, I'm so blessed that your content popped up on my recommended feed. I needed to hear shit like this",2020-06-30T04:26:12Z,13,1
Becoming The 1,For real,2020-07-05T06:09:35Z,1,
Mace Windu,"Females say they want many things but when it comes to nice guys the majority of females aren’t really attracted to them even tho they say that’s what they want, my ex went back with her ex because I was emotional, “clingy”, but that’s basically the nice guys way of treating a female and reacting to her bad input, all this girl ever wanted in reality was some toxic guy because her ex was like that and she also only wanted sex and attention from guys, she never wanted me for being nice, she only saw me as a ego booster and validator and sex toy, she liked the way i treated her like that so when she went back with her ex she wanted to be friends cuz she still expected the same tampon use of me towards her, she knew she had me emotionally trapped so her only way of making herself feel better of leaving me for another dude was keeping me close cus then that makes her think she did nothing wrong and she only felt bad about what she did but never regretted it, she posts videos on her story of nice relationships and cute shit like that but what she wants is completely different, she gives herself lies to believe in also so other dudes think that’s what she wants and she gets to get hit up by other guys in her rotation, she literally told me guys are only tools for her, like sprinkles on a Sunday 😂",2020-06-30T04:19:04Z,17,0
Scott Buie,I lowkey hate females from my generation......,2020-06-30T04:06:53Z,0,0
Packmann32,know the ledge,2020-06-30T04:01:37Z,0,0
Malik Jackson-Brown,Steph bro you’re goated G,2020-06-30T03:45:23Z,0,0
Joe Eduardo Reyes_AFC,I’ve seen it happen to me at work. One girl that didn’t want me back then saw this other girl that was flirting with me and all of a sudden she wanted to “ get to know me”. Lol,2020-06-30T03:06:09Z,38,1
a.t_,Women love that because your attention has diverted to the girl who was flirting with you.,2020-07-19T07:54:59Z,12,
Kareem Lawson,A girl argues with me all the time even when I know I’m in the wrong yet she always comes back to me and says sorry daddy lol,2020-06-30T03:05:05Z,1,2
Danville Boost!,@ashley jean how she cheating on him?,2020-07-01T01:11:40Z,0,
ashley jean,that’s cause she’s cheating on you lol,2020-06-30T23:20:42Z,0,
LEV,Basically They want to try and change them knowing it wont happen but stay anyway. While ignoring someone on there shit handling business.,2020-06-30T02:55:39Z,0,0
KB,So I’m learning Spanish on Duolingo. Self improving. The word “nice” in Spanish is simpático! SIMPático. You can’t make this shit up! I gotta keep taking this red pill man.,2020-06-30T02:49:44Z,70,3
Oliver,@Ariel Castillo SIMPatico,2020-11-20T09:09:04Z,0,
Ariel Castillo,Uhh... def not simpatico lol,2020-10-27T02:38:23Z,2,
ChaseTheMxney,Nice Catch,2020-10-21T14:26:50Z,1,
kbb 3055,its truly sad smh these women wonder why their lives are so miserable and no one (in a position of power) takes them serious,2020-06-30T02:29:08Z,44,0
Dizzy Dells,If you’re tired of the dysfunctional women that you’re related to drop a like here guys this one is for you.,2020-06-30T02:15:45Z,6,0
Brotha Antone,"3:58 that’s exactly what they do, remember this girl I went to school with, she would paint a picture like she was a girl, but when I hung out with her it was the complete opposite.",2020-06-30T02:14:07Z,6,0
Quinten Robinson,I swear I was just scrolling in fb and saw these females say I like a lil toxic but u gone love it here.  It the bad bitches say this na.,2020-06-30T02:05:43Z,1,0
Carlos Gutierrez,What y’all fellas think about when females say they like boys who don’t post on social media or don’t have that much followers?,2020-06-30T02:04:16Z,4,2
MY$TERIXU$,MiamiSlugger I only use social media to post my music,2020-07-07T18:55:16Z,0,
Madly Better,"Probably true, a lot of young guys entertain IG and FB like a girl would do (stories/posts) while a guy not using is probably not giving a flying fuck and focused on his purpose? Debate opened fellas 💯 let's hear it",2020-07-01T03:04:11Z,3,
Brady G,Check her phone you will see everything you need to know,2020-06-30T02:03:55Z,49,2
Ricardo Lopez,@Alejandro Lopez facts,2021-04-03T09:55:58Z,0,
Alejandro Lopez,They delete apps and reinstall them when you aint around. Seen it.,2020-06-30T05:21:03Z,26,
The Ambition,FACTUAL CLAIMS ❗️💯,2020-06-30T01:26:57Z,0,0
Oke Oke,You only 22? I thought you was like 26 or 27,2020-06-30T00:57:13Z,74,3
Elden Ring Shorts,this guy 22 and im 21 and i dont think i ll look like him even by end of this year,2021-01-20T17:17:49Z,0,
Becoming The 1,Rorisang Pitswane it has to,2020-07-05T06:00:30Z,0,
Rorisang Pitswane,@D M its definitely the beard,2020-07-01T21:56:50Z,8,
Certified Chaos,They love toxic shit that’s why they love watching shows like love n hip hop basketball wives,2020-06-30T00:46:56Z,0,0
The Fly Guy,Basically the truth is the opposite of what she tells you.,2020-06-30T00:41:52Z,2,0
Izzy Da Hustler,4:40-4:44 is facts. My Ex was exactly like that.,2020-06-30T00:41:10Z,2,0
Geromie FC,This some OG Stephiscold,2020-06-30T00:34:14Z,1,0
Derek J. Russell,"Fellas, just focus on yourself. Is that simple.",2020-06-30T00:26:57Z,1,0
Bokeyjr,Toxic guys are winning and there's no way around it,2020-06-30T00:09:14Z,0,1
ashley jean,yeah maybe you guys should date eachother,2020-06-30T23:23:56Z,1,
The Date Master,They love that toxic shit tho,2020-06-30T00:08:33Z,1,0
The Date Master,My guy back at it! Keep rising fam 💪🏾💯,2020-06-30T00:08:23Z,0,0
David Winn,Their body language speaks louder than words that are coming out of their mouth.,2020-06-30T00:01:30Z,0,0
Clifford Martin,"Always remember fellas, “She’s not yours, it’s just your turn...”",2020-06-29T23:59:18Z,47,0
everyMAN evolve,"Going crazy bro, I see you man! I  see you for real ✊🏾💯",2020-06-29T23:58:03Z,0,0
C Ross,This hurts bruh I know it’s true! I’m crying dog,2020-06-29T23:55:10Z,1,0
cookingwithjayjizzel,💯💯💯💯.,2020-06-29T23:50:30Z,0,0
Champion RD,He is speak the truth RIGHT NOW!!!,2020-06-29T23:44:56Z,0,0
Dr. Usa,Clicked faster than a beta at a woman’s disposal.....,2020-06-29T23:42:04Z,0,0
Champion RD,Facts bro💯💯💯,2020-06-29T23:27:26Z,0,0
JAMES DAVIS,Emotional = toxicity,2020-06-29T23:25:58Z,0,0
TheJax Candy,"I’ll never stop watching ams and stephiscold, endless knowledge. Sometimes you don’t retain all the information the first time, so you gotta keep watching..",2020-06-29T23:21:02Z,2,0
VermontV8,"I listened to what woman says like for real and saw them as equal person to me, jeez. Then I took the red pill and woke up. I look back and can't believe how stupid and blind I was back then",2020-06-29T23:10:12Z,47,1
Becoming The 1,😂 dang bro I remember being nervous and said to myself. They’re just female. Turns out the word female was a whole story with female nature and sh. Woke me up for real. I’m having some second thoughts like red pill rage or something. But I’m still learning and improving 💯,2020-07-05T05:52:50Z,0,
Tom Popov,"A fish will never teach you how to catch fish... Take what women say with a grain of salt, they backwards...",2020-06-29T23:08:33Z,28,1
The BRIDGE 54,Do the opposite of they say,2022-03-31T15:42:10Z,0,
SIAGO PARIS,I've had a female tell me that before bro. She was giving me choosing signals so I approached her and said what's up? And  she said that she was starring at me because she wanted to snatch my soul. Went to her crib and got my soul snatched 3 days later!! 🐺🦂💪🏾🤞🏾,2020-06-29T22:58:25Z,7,0
JOSH 121,Be solitude!,2020-06-29T22:53:56Z,4,0
Wheeler King,"Yo Steff, I really believe this and nobody else says this (tying into what you said about women not counting the other 30 guys and only counting 3 or 4 or whatever).....women (like how people push out/forget trauma) I swear genuinely forget/push it out their minds and really, truly think like instead of the actual 80 guys, they think its like 15 or something.....some real weird sociopathic kinda stuff these women be doing(maybe something to do with how they act all innocent on the outside/know that society/family/other women/etc likes to say/insinuate women should act (appear to act) a certain way so they all Jefferey Dahmer sociopath style push it out their minds like it never happened).....and they call us pigs!!!!!! F'n Whack Jobs!!!!!",2020-06-29T22:50:06Z,10,1
Elevate send a plate seperate,Word they lies become thier truths,2020-08-25T05:53:39Z,1,
James Choice,💯💯💯🥶🥶,2020-06-29T22:46:40Z,0,0
Outsiders Production,"Keep it cold , they always going to be backwards",2020-06-29T22:46:08Z,2,0
Shelbrin Williams,In Louisiana we call 304s 504s,2020-06-29T22:40:52Z,1,1
Wheeler King,In Chinatown we call them 604s,2020-06-29T23:17:14Z,0,
lick Balboa,Eating my ramen to this 🙏🏽💪🏽💪🏽,2020-06-29T22:36:30Z,0,0
neville watt,Do yo call them out when they say they ain't have sex in months?,2020-06-29T22:35:27Z,0,0
DA KID RICH 🤑,Cold g🥶,2020-06-29T22:33:49Z,0,0
Wheeler King,Itz yo boy Steff,2020-06-29T22:30:43Z,0,0
 servant of Jesus Christ,intro song?,2020-06-29T22:30:25Z,0,0
Derick Agbo,"Like Lil Durk Said ""Don't ever put your all into a bitch 'cause she gon’ leave""",2020-06-29T22:29:35Z,0,0
ATL Mike,It seems like most of the stuff you teach about women go hand and hand with building a business to a certain degree 💯,2020-06-29T22:24:18Z,0,0
MarcTony,what do you use if you are doing a voice over for video?,2020-06-29T22:23:09Z,0,0
3DN,Women dont stop liking toxic men until they run through about 5 of them,2020-06-29T22:22:56Z,5,1
Abrye Penez,I see women past 45 that stay wanting toxic men & they'll never stop wanting them. It's in women's nature to always respect drama dudes!,2020-07-01T02:01:25Z,3,
I'm a Stud,How you haven’t blown up and gone mainstream is beyond me. Hands down the best advice for men I’ve ever heard,2020-06-29T22:22:34Z,6,0
Azoki,Aye a broke nigga just got a free ass book thanks steph☺️🤣,2020-06-29T22:16:43Z,2,0
Antoine Kennedy,What’s your thoughts on Dr. Dre getting divorced?,2020-06-29T22:07:14Z,2,0
franklucas,This why meeting girls in person first i s better cause you get to know who they really are. Dudes need to stop using social media to meet girls. You can’t believe half the stuff they post!!,2020-06-29T22:05:50Z,94,2
visuals bts,Facts,2020-07-01T08:00:38Z,2,
Wheeler King,1/2? More like 99%,2020-06-29T23:08:36Z,12,
feuto p,Dr Dre divorced his wife and she getting 400 milly!!!,2020-06-29T22:02:44Z,2,0
Andrew Bolay,Ik y’all ass didn’t really turn yo phone upside down to look at the 3 or 4😂😂,2020-06-29T22:02:26Z,2,0
Damsith Marasinghe,there are living in  la la land man  alternate  reality,2020-06-29T21:51:51Z,5,2
Aye,Alternate reality word 💀,2020-10-01T14:43:10Z,0,
Wheeler King,straight truth,2020-06-29T23:12:22Z,0,
Mcgyver B,"If she’s not giving you anything, don’t stick around for her dry words, because the longer you wait, the more she sees you for the simp that you are, they are such savages, they will text you good morning after they just got dug out by a dude who didn’t even kissed her goodbye.",2020-06-29T21:51:40Z,233,8
Michael Philbert,"@JUSTLAFLEUR If I didn't know better, I swear even these girls are taking the advice from Steph, FitXFearless, etc., and are feeding _you_ scraps. The fact you're the one sittin' by the dock of the bay hoping for a warm greeting. 🤣😂🤣🤣😅",2020-07-02T18:48:23Z,3,
Gu3ss Wh0,"@Mcgyver B, @Sean J - If that's your girlfriend, then it's not really a problem if SHE does. The commenter was not wrong in asking that. 

I think you misinterpreted the original comment where he was just trying to describe how spiteful women really are. He wasn't talking about the boyfriend (that got cheated on) was BEGGING her for a good morning text. He was simply just the one that received it, regardless of whether he asked for it or not. 

Reread the original comment dude. There's nothing ""simp"" about your GIRLFRIEND texting YOU ""good morning."" It might be ""simp"" if he was the one who ONLY ever said that to her and she never reciprocated. THAT is a weak ass dude. 

Your girl texting you is NOT a problem, explain to me how it is..",2020-07-01T04:01:10Z,3,
Sean J,JUSTLAFLEUR simp,2020-06-30T15:04:03Z,19,
JUSTLAFLEUR,But what’s wrong with that? I would appreciate a good morning here and there lol.,2020-06-30T14:44:18Z,2,
Sky Captain,Yes sir,2020-06-30T14:44:02Z,1,
MambaWOLF ‘,NøRappp .,2020-06-30T04:32:41Z,1,
LEV,Real talk,2020-06-30T02:57:50Z,6,
N233,"I got this bih in my rotation, shes straight up always saying she like me, I make her shy. She’s submissive. But she real flakey at times. So I hold my ground. She a 10/10 Colombian. I don’t get this bih.",2020-06-29T21:50:09Z,2,2
1ST DEGREE MOBB,"She probably testing you, to see if your gonna get attached be careful brotha ,just keep firm",2020-07-04T08:03:09Z,0,
Wheeler King,"hahaaaaaa, I totally hear ya bruh",2020-06-29T23:11:30Z,1,
Sandra B.,"Hi Steph, thank you for your content. I really enjoy learning your perspective and teachings. I apply it in my life now.I even get hype myself when you yell through the internet on getting on our Passion and Purpose. Radical Self Mastery. Your message is deeper than the surface.Have a good one. 🙌",2020-06-29T21:45:09Z,4,0
Petwayboy,"Wat up james harden, i mean steph lol.",2020-06-29T21:39:08Z,0,0
magd,facts but you’re talking about full on hoes. every girl has hoe instinct and wants multiple males but after a certain point women DO want an alpha male to settle with and at that point cheating isn’t an issue for a lot of relationships even on the women’s end. the difference is that their version of hoe’ing out is just leaving you... but if you’re alpha during the relationship she’ll stay cuz everyone wants to settle eventually... if you don’t you’re fuckin weird,2020-06-29T21:35:48Z,0,0
Deon Soto,Because they are all toxic themselves man they just concealing it when they met you then turn into a exorcists afterwards,2020-06-29T21:27:59Z,3,0
QUADRI OKUNOLA,This guy is funny as hell looool,2020-06-29T21:27:18Z,1,0
Lestat,They fear judgement from men about their promiscuity then brag to their girls how many dug her out.,2020-06-29T21:27:14Z,0,0
supratrd900,No women is single. If she is somewhat attractive or decent. If she tells you she is single don't believe her. She has dudes digging her out and dudes she goes out with for free meals and attention.,2020-06-29T21:25:48Z,8,1
Dante Ng,This is facts 💯. Some chick I was seeing tried to pull that card on me but it ain't work,2021-05-29T16:22:41Z,2,
mawanda dickson,Tunning in....all the way Kampala Uganda...thanx bro..,2020-06-29T21:24:52Z,1,0
bigeverythingboy,I actually met a girl that said she only wanted to have sex with me me and that's all we did for 4 months lol,2020-06-29T21:20:57Z,0,1
The BRIDGE 54,That’s dope,2022-03-31T15:44:16Z,0,
Bro Life,I'm still jamming to that Intro beat,2020-06-29T21:20:40Z,0,0
Abc,is there honestly much point getting into a relationship ? sounds like un needed hassle,2020-06-29T21:12:16Z,15,1
Marquise Henry,If you not ready...it def is bro..they have so many expectations. It’s always good in the beginning,2020-06-29T23:43:22Z,6,
Jacob Kuba,"Women love tall handsome men.
They don't care if you're toxic or not. 
It's not a priority to them.

FACE, HEIGHT,  and RACE(skin tone also) . 
The rest barely makes a difference 
The cope has to stop",2020-06-29T21:07:03Z,1,3
Jacob Kuba,"@Dijon Mustard
I agree.
 in that order. 
Muscles aren't as important as long you are in decent shape. 
Muscles will not make up for lack of facial beauty or lack of height.",2020-06-30T04:18:35Z,0,
Dijon Mustard,face>height>muscles,2020-06-29T23:58:05Z,1,
AJ Taylor,"Women will continue to say in public that they want a guy with no 304s, but we all know the truth. As long as a man has women chasing after him, that woman will forever desire him.",2020-06-29T21:06:47Z,0,0
GCA Studio,"*beta male voice* uhm.......STEPHOOOOOOOOOOOOONNNNNNNNN, WHAT DOES 304 MEAN?!?!?!?!?!😢😢😢😢😢",2020-06-29T21:04:27Z,48,5
YUNG RY 603,"@Steve-O type 304 in a calculator and flip it g, not that deep",2021-02-12T23:09:08Z,0,
Nate J,what does it mean,2020-07-04T19:57:57Z,0,
JetBlackXtreme,"Weird how one girl in my past acted like she really wanted to fw me, but I never did because I had this instinct that she's a 304 and just didn't validate her, never gave her the time of day, nothing 😂",2020-06-29T20:58:09Z,6,0
Great Genius,304... ima use that 💯💯,2020-06-29T20:56:18Z,0,0
DAVO Roberto,Women have no logic damn that's crazy but true I've seen it,2020-06-29T20:54:08Z,1,0
Champion RD,"“She never say it but her actions always show it.”
 That was ladies and gentlemen from StephlsCold 🔥bar tho",2020-06-29T20:52:35Z,3,0
Guyo a-1,Steph i had a good laugh when you were explaining to them what a 304 is. OH I'M DEAD,2020-06-29T20:52:28Z,12,0
Mat M,Steph a real ass nigga 💪🏾💪🏾💪🏾,2020-06-29T20:50:34Z,0,0
Jaidyn Marshall,There’s really people that asked what a 304 is😂😂😂😂,2020-06-29T20:48:07Z,1,0
Champion RD,I been hearing this lot so l got to check this video out,2020-06-29T20:47:12Z,0,0
Cqualif Hawkins,"It’s better to be single and happy, than in a relationship and miserable.",2020-06-29T20:44:46Z,496,7
Ricardo Lopez,Amen bro.,2021-04-03T09:55:17Z,0,
Gabriel Attenborough,"Facts, even Rollo Said That.",2021-02-04T03:34:30Z,1,
Jakob Stouffer,Amen,2020-12-31T10:48:50Z,1,
Zachary Bajnath,fr,2020-12-11T16:02:51Z,0,
Val Loyola,purpose over everything else.,2020-07-06T21:33:01Z,7,
Andrew Pouncil,amen,2020-07-01T23:35:15Z,0,
komeinsvedu,Fax,2020-07-01T22:05:16Z,1,
Rivelino Simons,"From the mark: 3:55 till 4:06, that is key!",2020-06-29T20:38:23Z,0,0
itsurmombruh,Steph keep keeping it 💯,2020-06-29T20:35:11Z,1,0
Wary 3,"*_mother said from a young age ""dont trust her words, watch her actions""_*",2020-06-29T20:33:26Z,360,4
Wary 3,"@Meditatin_Bry Her actions will teach you enough, some people do less talk more do",2020-10-31T13:51:09Z,1,
Bint Issa,And vice versa,2020-08-14T21:05:44Z,0,
Robin Treuthard-Pheulpin,WORD.,2020-07-21T17:48:30Z,4,
Abrye Penez,She must be a real one!,2020-06-30T16:45:21Z,31,
efe,What should I do? She said she doesn't want to be in a relationship for now. Although we were before and had some issue,2020-06-29T20:31:14Z,0,0
YHVH,still lookin for that opening track,2020-06-29T20:31:01Z,1,0
Trey Sanders,I can’t even play dumb with women. They can sense that I know they lying lol even when I have a poker face and they be calling me out on it.,2020-06-29T20:30:53Z,22,2
Trey Sanders,Gold I can’t play dumb. It’s just not in me. I call it for what I see it as and it shows in my energy even when I say nothing.,2020-06-29T22:31:59Z,11,
Gold,Maybe you're tone of voice? Or avoiding eye contact or somethin?,2020-06-29T20:51:43Z,0,
WAVY radio,304 😂😂😂,2020-06-29T20:28:30Z,0,0
Ronbreezy,Soak in everything Steph is saying cuz i promise u everything he say is true💯 salute bro,2020-06-29T20:24:26Z,0,0
Souled Being,"The answer is simple....because their toxic. As they say, like attracts like...",2020-06-29T20:21:15Z,22,1
Kaizen Kings,There we go. First nug of truth in these comments...,2020-07-01T06:48:01Z,0,
Shine TeleMundo,SUPER FACTS BRO I like to listen to their subconscious mind which is what they just blurt out saying out of nowhere. You can't always control it!!!,2020-06-29T20:19:56Z,8,0
J W,"Dont be toxic be indifferent. Before i started watching this channel.I was always the odd kid in school and in college now. If everyone was sitting on the left side of the classroom i would sit on the other side just because to stand out. Girls always looked at me and paid attention even though the guy with charm was over there they would just gravitate towards me and every day one girl would move desks but slowly making her way closer to me because i was set apart and was focused on my work genuinely. Didnt want to sit where everyone was distracting me from hearing the lesson in class. Indifference beats charm, charisma and any other trait ANY day. If you know the weather forecast for the whole week than you know how to plan accordingly but if you didnt know the weather ahead of time you would always be WONDERING when its going to rain...same with women.",2020-06-29T20:16:49Z,203,17
SLiiCKPuP,Hell yeah homie!,2021-10-25T16:47:07Z,0,
ray ali,I purposely act indidferent.it drives them crazy and draw them to you.oh I have they  head spinning or thinking about seeing a psychiatrist.,2020-10-19T15:48:17Z,0,
Rayniel-1742 Reom24961,"First comment I’ve read that describe my situation. You see, for people like you and me it’s about us all the time, if people want to come in our world, the door is open, if not, go as you please. We simply are living our own life and that is the key to living a serene and peaceful one.",2020-08-25T04:20:41Z,6,
jumar1987,"Js399 whatever makes you feel alpha, do it, and you become alpha. alpha is about pursuing your own true nature despite the pressures of the many different voices in society (consequently these voices have all sorts of ideas about how you should life your life and what you should care or not care about). If you sit down at the empty side to stand out, because you feel like standing out, your alpha, if you’re sitting on the empty side for any other reason, you have now let societies voices guide you instead of your own, also the most alpha thing you can do is sit besides someone and say “hi, how are you?” and not care what the response may be, whether pleasant or disagreeable to yourself or them, simply because you WANT to start a conversation with that person",2020-08-20T16:49:11Z,0,
J W,@jumar1987 wow what a way to try to stand out. But you failed miserably.  Wooahh girls sit by him in class he's so alpha.......yeah they chose to move closer to me. You wouldn't go vacate in the woods if you're scared of wild animals now would you? Ask yourself why a girl would sit next to a guy when there's 30-40 desks in a classroom?,2020-08-20T16:12:11Z,6,
jumar1987,"L bro only girls sit near me, if some guy comes up i alpha him out of the class 😤😤😤 then all the girls cheer",2020-08-20T14:04:54Z,1,
L,@jumar1987 I strive to be that alpha😤,2020-08-20T13:58:08Z,0,
Sunwoo's Wife: Destiny,As a woman I agree 100%,2020-07-31T23:21:28Z,4,
jumar1987,Woooooooah this guy got girls to sit next to him in class omg alpha,2020-07-13T14:05:02Z,4,
Mr. Eminem,@J W thnx for clearing it dawg 👍,2020-07-07T12:25:11Z,0,
J W,@Mr. Eminem no it has to be your natural essence you cant fake being mysterious. Only 7% of men are born set apart naturally mysterious,2020-07-07T11:09:30Z,15,
Mr. Eminem,Isn't that basically attention seeking???  Doing indifferent stuff just bcz to get attention from women even that indifferent stuff don't give anything to you....,2020-07-07T07:16:35Z,1,
AlphaDignity,That was a smooth transition.. Remain indifferent to be a mystery.,2020-06-30T20:28:26Z,6,
dgraymayne1017,I relate to this heavyyy so I hear you bro✊🏾 it's an edge that very few have,2020-06-30T06:00:09Z,3,
MT100,+ be good looking,2020-06-30T02:57:48Z,12,
Dijon Mustard,indifference = mystery.,2020-06-29T23:54:47Z,56,
deadpool x,7:43 🤣🤣,2020-06-29T20:16:04Z,2,0
Logic TV,Steph give your thoughts on the ADAM ALI situation,2020-06-29T20:13:39Z,0,0
skate3450,"What if being a nice guy beta is the toxic behavior that turns women off and being a man, doing your shit, not giving them all your time, maintaining frame, making yourself the priority is the healthy behavior they are looking for 🤔",2020-06-29T20:09:26Z,112,6
BabyBin love,"Yes this is true as a women, i don’t really like men that smother me, I love attention but I love it more when I can see a man on his shit and has his own life.",2022-09-13T19:18:40Z,0,
DFW Sociallyisolatednelly,"It's a toxic behavior until the nice guy is the only viable option as a replacement step dad to her kids after she becomes single mom after being ran through and hit the wall fucking with all of these fuck boys, left to be scraps or leftovers to the nice guy. That's the issue.",2022-05-19T04:42:56Z,2,
The BRIDGE 54,I think that’s exactly what it is though,2022-03-31T14:33:09Z,1,
Gu3ss Wh0,skate3450 that's another perspective to look at it I guess. Make sense to me!,2020-07-01T04:09:03Z,1,
dequan spruill,"Exactly 
It makes sense to me
Instincts make sense to me 
Not complicated, if you being fake an suck in up to her
Instincts don’t like that
So do you and don’t give a fuck cuz that what we really want to do",2020-06-30T13:48:57Z,6,
arbitrary PasTime,"Some guys couldn't handle a woman's truth. Thats why they lie. I like your dad bod. What she means: you need to lose weight, why do you think she puts her husband on a diet",2020-06-29T20:08:49Z,13,3
BUT SKIIUEEPP,Actually not true bro. Females are smart and they know by keeping a guy overweight — they’re limiting his options with other woman. It’s like a guy who has an average looking gf but with makeup she becomes way more attractive. A guy might try prohibit makeup as much as possible to limit her attractiveness/options. A girl keeping a guy overweight simply knows he’s better looking and more desirable by woman when he’s in shape.,2021-04-27T00:35:15Z,0,
Becoming The 1,W2 😬 🥶,2020-07-05T05:58:15Z,1,
itsurmombruh,Ngl I ain’t know what 304 was either I had to search it up,2020-06-29T20:07:13Z,1,0
J W,They love toxix guys because they're toxic. Its simple. A half decent women isnt going to want to chase another grown man around,2020-06-29T20:06:46Z,261,3
Yahleel Dabi,"@LifeOfADeadman Even the good girls like toxic guys because they want that ""I fixed this broken  person and he has a soft spot for me"" story to happen",2020-08-04T07:31:24Z,17,
W2,"nahhhh lmao. i can tell u that kind nice girls love this shit too. they ALL do.

i’ve been that guy for that girl. 

it isss what it isssss",2020-07-02T01:11:04Z,18,
LifeOfADeadman,"This here^^. Not all women are toxic. Some won't even give toxicity the time or the day. Some woman already know what they want. But thats the thing, only ""some"". There's not many",2020-07-01T15:35:48Z,17,
Immune,Saw this chick that said she wants a man that gives her the world i did that she broke up w/ me now im older nd look better guess  who wants me now 🌚,2020-06-29T20:05:28Z,8,1
Becoming The 1,That’s backwards asf I’m super blessed to learn this because this would be confusing if I didn’t,2020-07-05T06:07:37Z,3,
Mad lemming17,"I texted a girl ""Yall women are so backwards"" and her reply was ""I know we are"". It's amazingly sad tbh but that is their life not mine.",2020-06-29T20:01:08Z,10,4
Mad lemming17,"@Tramon A. yeah she even said everything she do is based off ""feelings"". Lol.",2020-06-29T20:56:34Z,4,
Tramon A.,Well at least she admitted it. That's actually shocking because most wont admit to it. They would rather live a lie but like you said it's their lives!,2020-06-29T20:32:46Z,9,
G M,My ex lied about hella shit. I called her out. Broke up with her. Didnt talk to her for 2 days... then she blew up my phone apologizing about everything and told me all the shit she was lying about thinking i would take her back lmao,2020-06-29T20:00:29Z,0,0
Reel Deal,Never get in a relationship. Just have a rotation and stay out the way,2020-06-29T20:00:26Z,5,0
N E V E R M I S L E D,Dropped some more fyeeee,2020-06-29T19:59:23Z,1,0
Reel Deal,Go to the gym and become toxic. Remember guys be the one she cheats with not the one she cheats on.✊🏾,2020-06-29T19:56:29Z,369,17
Carl Kpsplucky,Francois Nel This “satanic doctrine” started with the feminist sexual liberation movement. The Tyrones and Chads took advantage of that and now if your 23+ you’d be surprised if you found a women with under 6 bodies. Adapt or die.,2020-11-12T16:34:21Z,2,
ace solo,"@Francois Nel it's literally female nature for them to be hypergamous, likewise Chads and Tyrones know this and adapt, which leaves the beta male (like yourself) to get left behind and blame it on the world and chads. Women choose them because they are the winners, because women always have options. it's all human nature bro",2020-10-15T10:51:50Z,1,
Francois Nel,"@DonaTello Yeah, Tyrone and Chad uses knowledge of women against them and makes it worse for those who actually want to invest into a relationship and not play emotionless games. Becoming 'cold' is creating a terrible world for everyone goes against basic human nature. I see it as satanic doctrine, but thats a whole other triggering convo.",2020-10-07T21:43:11Z,7,
DonaTello,"Francois Nel they don’t understand. We as men allowed this to happen. Because Tyrone and chad don’t hold this women accountable and dismiss them if they were trying to cheat on their man. It made their behavior acceptable. Tyrone and chad on that me first mentality, selfishness is one of the roots of all of this.",2020-10-07T21:29:55Z,1,
Francois Nel,@DonaTello It is fucking up the world. Everyone wants to becomes Tyrone as they're afraid of being hurt so they mess with other mens women instead.  Turning the world upside down.,2020-10-07T21:20:26Z,4,
The Stranger,💯💯,2020-07-15T14:40:57Z,1,
1ST DEGREE MOBB,💯Truth they all cheat,2020-07-04T07:42:55Z,3,
Reel Deal,Naphtali De wit no sir I don’t do relationships only female friends with benefits 🤙🏾,2020-07-02T09:53:32Z,2,
Naphtali De wit,@Reel Deal getting cheated on he saying,2020-07-02T09:48:48Z,8,
Reel Deal,preludeF20Bking other side of the fence?,2020-07-02T07:29:44Z,0,
preludeF20Bking,Been there done that. It's bull! You think like that until you're on the other side of the fence.,2020-07-02T07:05:08Z,11,
LifeOfADeadman,This mantality is bad,2020-07-01T15:40:17Z,11,
Nelson,Mfs can’t believe this shit works and if it does it’s with 8’s. None of y’all pulling 9-10s so what are we talking about?,2020-06-30T22:17:25Z,5,
young gold,@DonaTello No it's not. Tyrone and Chad ain't do nothing. She's the one who chooses. She chose them.,2020-06-30T20:27:03Z,43,
Mahamed Ali,@DonaTello no it's not which one would you rather be? Pick a side quickly,2020-06-30T02:48:46Z,40,
DonaTello,Damn this is gonna fuck up the world even more. It’s all a cycle. It’s Tyrone and chad’s fault too,2020-06-29T23:48:21Z,66,
Reel Deal,Why do you think these women love Future?,2020-06-29T19:54:14Z,130,4
Ovotingg,not all of us do .,2021-02-06T01:14:01Z,0,
Content Genius,right!,2020-07-02T17:11:02Z,4,
Aaron Tha Great 1k,lol facts bro,2020-06-30T01:29:55Z,19,
Nathan,Ayo someone send Dr Dre the link to this channel 🥶,2020-06-29T19:50:43Z,0,0
THEGREATONE,Real informative,2020-06-29T19:49:44Z,0,0
Masked Warrior,7:34 had me dead when he said “304”😂😂😂😂,2020-06-29T19:49:27Z,1,0
DN2K,"Steph, been thinking about this red pill stuff and it's like damn you right but at the same time, I feel like a lot of people are being led into a low spirit. The whole idea of pump and dump, sleeping with a random girl who is probably an adulteress. I don't think it makes sense. I think it's best to promote the idea of being with a woman who acc adds some form of value only, instead of this pump and dump because some of these young boys like me  are out here wanting to sleep with any random girl, and eventually this random girl could ruin they life with this pump and dump.",2020-06-29T19:49:13Z,68,5
